,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,62,,,,,,Mr. Holland's Opus,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,63,,,,,,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,,1996,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,64,,,,,,Two If by Sea,,1996,,,,Drama
,,,,,,,,,65,,,,,,Bio-Dome,,1996,,,,Comedy|Thriller
,,,,,,,,,66,,,,,,Lawnmower Man 2: Beyond Cyberspace,,1996,,,,Advanture|Comedy
,,,,,,,,,67,,,,,,Two Bits,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,68,,,,,,French Twist,,1995,,,,Comedy
,,,,,,,,,69,,,,,,Friday,,1995,,,,Thriller|Comedy
,,,,,,,,,70,,,,,,From Dusk Till Dawn,,1996,,,,Drama|Thriller
,,,,,,,,,71,,,,,,Fair Game,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,72,,,,,,Kicking and Screaming,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,73,,,,,,Les Miserables,,1995,,,,Drama
,,,,,,,,,74,,,,,,Bed of Roses,,1996,,,,Comedy|Thriller
,,,,,,,,,75,,,,,,Big Bully,,1996,,,,Advanture|Comedy
,,,,,,,,,76,,,,,,Screamers,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,77,,,,,,Nico Icon,,1995,,,,Comedy
,,,,,,,,,78,,,,,,The Crossing Guard,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,79,,,,,,The Juror,,1996,,,,Drama
,,,,,,,,,80,,,,,,The White Balloon,,1995,,,,Comedy|Thriller
,,,,,,,,,81,,,,,,Things to Do in Denver When You're Dead,,1995,,,,Advanture|Comedy
,,,,,,,,,82,,,,,,Antonia's Line,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,83,,,,,,Once Upon a Time... When We Were Colored,,1996,,,,Comedy
,,,,,,,,,84,,,,,,Last Summer in the Hamptons,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,85,,,,,,Angels and Insects,,1995,,,,Drama
,,,,,,,,,86,,,,,,White Squall,,1996,,,,Comedy|Thriller
,,,,,,,,,87,,,,,,Dunston Checks In,,1996,,,,Advanture|Comedy
,,,,,,,,,88,,,,,,Black Sheep,,1996,,,,Comedy|Drama|Thriller
,,,,,,,,,89,,,,,,Nick of Time,,1995,,,,Comedy
,,,,,,,,,90,,,,,,The Journey of August King,,1995,,,,Thriller|Comedy
,,,,,,,,,91,,,,,,Mary Reilly,,1996,,,,Drama|Thriller
,,,,,,,,,92,,,,,,Vampire in Brooklyn,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,93,,,,,,Beautiful Girls,,1996,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,94,,,,,,Broken Arrow,,1996,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,95,,,,,,A Midwinter's Tale,,1995,,,,Drama
,,,,,,,,,96,,,,,,La Haine,,1995,,,,Comedy|Thriller
,,,,,,,,,97,,,,,,Shopping,,1994,,,,Advanture|Comedy
,,,,,,,,,98,,,,,,Heidi Fleiss: Hollywood Madam,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,99,,,,,,City Hall,,1996,,,,Comedy
,,,,,,,,,100,,,,,,Bottle Rocket,,1996,,,,Thriller|Comedy
,,,,,,,,,101,,,,,,Mr. Wrong,,1996,,,,Drama|Thriller
,,,,,,,,,102,,,,,,Unforgettable,,1996,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,103,,,,,,Happy Gilmore,,1996,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,104,,,,,,The Bridges of Madison County,,1995,,,,Drama
,,,,,,,,,105,,,,,,Nobody Loves Me,,1994,,,,Comedy|Thriller
,,,,,,,,,106,,,,,,Muppet Treasure Island,,1996,,,,Advanture|Comedy
,,,,,,,,,107,,,,,,Catwalk,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,108,,,,,,Headless Body in Topless Bar,,1995,,,,Comedy
,,,,,,,,,109,,,,,,Braveheart,,1995,,,,Thriller|Comedy
,,,,,,,,,110,,,,,,Taxi Driver,,1976,,,,Drama|Thriller
,,,,,,,,,111,,,,,,Rumble in the Bronx,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,112,,,,,,Before and After,,1996,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,113,,,,,,Margaret's Museum,,1995,,,,Drama
,,,,,,,,,114,,,,,,Happiness Is in the Field,,1995,,,,Comedy|Thriller
,,,,,,,,,115,,,,,,Anne Frank Remembered,,1995,,,,Advanture|Comedy
,,,,,,,,,116,,,,,,The Young Poisoner's Handbook,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,117,,,,,,If Lucy Fell,,1996,,,,Comedy
,,,,,,,,,118,,,,,,Steal Big Steal Little,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,119,,,,,,Race the Sun,,1996,,,,Drama
,,,,,,,,,120,,,,,,The Boys of St. Vincent,,1992,,,,Comedy|Thriller
,,,,,,,,,121,,,,,,Boomerang,,1992,,,,Advanture|Comedy
,,,,,,,,,122,,,,,,Chungking Express,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,123,,,,,,The Star Maker,,1995,,,,Comedy
,,,,,,,,,124,,,,,,Flirting with Disaster,,1996,,,,Thriller|Comedy
,,,,,,,,,125,,,,,,The Neverending Story III: Escape from Fantasia,,1994,,,,Drama|Thriller
,,,,,,,,,126,,,,,,The Silences of the Palace,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,127,,,,,,Jupiter's Wife,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,128,,,,,,Pie in the Sky,,1996,,,,Drama
,,,,,,,,,129,,,,,,Angela,,1995,,,,Comedy|Thriller
,,,,,,,,,130,,,,,,Frankie Starlight,,1995,,,,Advanture|Comedy
,,,,,,,,,131,,,,,,Jade,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,132,,,,,,Nueba Yol,,1995,,,,Comedy
,,,,,,,,,133,,,,,,Sonic Outlaws,,1995,,,,Thriller|Comedy
,,,,,,,,,134,,,,,,Down Periscope,,1996,,,,Drama|Thriller
,,,,,,,,,135,,,,,,From the Journals of Jean Seberg,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,136,,,,,,Man of the Year,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,137,,,,,,The Neon Bible,,1995,,,,Drama
,,,,,,,,,138,,,,,,Target,,1995,,,,Comedy|Thriller
,,,,,,,,,139,,,,,,Up Close & Personal,,1996,,,,Advanture|Comedy
,,,,,,,,,140,,,,,,The Birdcage,,1996,,,,Comedy|Drama|Thriller
,,,,,,,,,141,,,,,,Virgin Mary,,1995,,,,Comedy
,,,,,,,,,142,,,,,,The Brothers McMullen,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,143,,,,,,Bad Boys,,1995,,,,Drama
,,,,,,,,,144,,,,,,The Amazing Panda Adventure,,1995,,,,Comedy|Thriller
,,,,,,,,,145,,,,,,The Basketball Diaries,,1995,,,,Advanture|Comedy
,,,,,,,,,146,,,,,,An Awfully Big Adventure,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,147,,,,,,Amateur,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,148,,,,,,Apollo 13,,1995,,,,Drama
,,,,,,,,,149,,,,,,Rob Roy,,1995,,,,Comedy|Thriller
,,,,,,,,,150,,,,,,The Addiction,,1995,,,,Advanture|Comedy
,,,,,,,,,151,,,,,,Batman Forever,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,152,,,,,,Belle de Jour,,1967,,,,Comedy
,,,,,,,,,153,,,,,,Beyond Rangoon,,1995,,,,Thriller|Comedy
,,,,,,,,,154,,,,,,Blue in the Face,,1995,,,,Drama|Thriller
,,,,,,,,,155,,,,,,Canadian Bacon,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,156,,,,,,Casper,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,157,,,,,,Clockers,,1995,,,,Drama
,,,,,,,,,158,,,,,,Congo,,1995,,,,Comedy|Thriller
,,,,,,,,,159,,,,,,Crimson Tide,,1995,,,,Advanture|Comedy
,,,,,,,,,160,,,,,,Crumb,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,161,,,,,,Desperado,,1995,,,,Comedy
,,,,,,,,,162,,,,,,Devil in a Blue Dress,,1995,,,,Thriller|Comedy
,,,,,,,,,163,,,,,,Die Hard: With a Vengeance,,1995,,,,Drama|Thriller
,,,,,,,,,164,,,,,,The Doom Generation,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,165,,,,,,Feast of July,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,166,,,,,,First Knight,,1995,,,,Drama
,,,,,,,,,167,,,,,,Free Willy 2 - The Adventure Home,,1995,,,,Comedy|Thriller
,,,,,,,,,168,,,,,,Hackers,,1995,,,,Advanture|Comedy
,,,,,,,,,169,,,,,,Jeffrey,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,170,,,,,,Johnny Mnemonic,,1995,,,,Comedy
,,,,,,,,,171,,,,,,Judge Dredd,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,172,,,,,,Jury Duty,,1995,,,,Drama
,,,,,,,,,173,,,,,,Kids,,1995,,,,Comedy|Thriller
,,,,,,,,,174,,,,,,Living in Oblivion,,1995,,,,Advanture|Comedy
,,,,,,,,,175,,,,,,Lord of Illusions,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,176,,,,,,Love & Human Remains,,1993,,,,Comedy
,,,,,,,,,177,,,,,,Mad Love,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,178,,,,,,Mallrats,,1995,,,,Drama
,,,,,,,,,179,,,,,,Mighty Morphin Power Rangers: The Movie,,1995,,,,Comedy|Thriller
,,,,,,,,,180,,,,,,Moonlight and Valentino,,1995,,,,Advanture|Comedy
,,,,,,,,,181,,,,,,Mute Witness,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,182,,,,,,Nadja,,1994,,,,Comedy
,,,,,,,,,183,,,,,,The Net,,1995,,,,Thriller|Comedy
,,,,,,,,,184,,,,,,Nine Months,,1995,,,,Drama|Thriller
,,,,,,,,,185,,,,,,Party Girl,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,186,,,,,,The Prophecy,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,187,,,,,,Reckless,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,188,,,,,,Safe,,1995,,,,Drama
,,,,,,,,,189,,,,,,The Scarlet Letter,,1995,,,,Comedy|Thriller
,,,,,,,,,190,,,,,,The Show,,1995,,,,Advanture|Comedy
,,,,,,,,,191,,,,,,Showgirls,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,192,,,,,,Smoke,,1995,,,,Comedy
,,,,,,,,,193,,,,,,Something to Talk About,,1995,,,,Thriller|Comedy
,,,,,,,,,194,,,,,,Species,,1995,,,,Drama|Thriller
,,,,,,,,,195,,,,,,The Stars Fell on Henrietta,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,196,,,,,,Strange Days,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,197,,,,,,The Umbrellas of Cherbourg,,1964,,,,Drama
,,,,,,,,,198,,,,,,The Tie That Binds,,1995,,,,Comedy|Thriller
,,,,,,,,,199,,,,,,Three Wishes,,1995,,,,Advanture|Comedy
,,,,,,,,,200,,,,,,Total Eclipse,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,201,,,,,,"To Wong Foo, Thanks for Everything! Julie Newmar",,1995,,,,Comedy
,,,,,,,,,202,,,,,,Under Siege 2: Dark Territory,,1995,,,,Thriller|Comedy
,,,,,,,,,203,,,,,,Unstrung Heroes,,1995,,,,Drama|Thriller
,,,,,,,,,204,,,,,,Unzipped,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,205,,,,,,A Walk in the Clouds,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,206,,,,,,Waterworld,,1995,,,,Drama
,,,,,,,,,207,,,,,,White Man's Burden,,1995,,,,Comedy|Thriller
,,,,,,,,,208,,,,,,Wild Bill,,1995,,,,Advanture|Comedy
,,,,,,,,,209,,,,,,The Browning Version,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,210,,,,,,Bushwhacked,,1995,,,,Comedy
,,,,,,,,,211,,,,,,Burnt by the Sun,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,212,,,,,,Before the Rain,,1994,,,,Drama
,,,,,,,,,213,,,,,,Before Sunrise,,1995,,,,Comedy|Thriller
,,,,,,,,,214,,,,,,Billy Madison,,1995,,,,Advanture|Comedy
,,,,,,,,,215,,,,,,The Babysitter,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,216,,,,,,Boys on the Side,,1995,,,,Comedy
,,,,,,,,,217,,,,,,The Cure,,1995,,,,Thriller|Comedy
,,,,,,,,,218,,,,,,Castle Freak,,1995,,,,Drama|Thriller
,,,,,,,,,219,,,,,,Circle of Friends,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,220,,,,,,Clerks,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,221,,,,,,Don Juan DeMarco,,1994,,,,Drama
,,,,,,,,,222,,,,,,Disclosure,,1994,,,,Comedy|Thriller
,,,,,,,,,223,,,,,,Dream Man,,1995,,,,Advanture|Comedy
,,,,,,,,,224,,,,,,Drop Zone,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,225,,,,,,Destiny Turns on the Radio,,1995,,,,Comedy
,,,,,,,,,226,,,,,,Death and the Maiden,,1994,,,,Thriller|Comedy
,,,,,,,,,227,,,,,,Dolores Claiborne,,1995,,,,Drama|Thriller
,,,,,,,,,228,,,,,,Dumb and Dumber,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,229,,,,,,Eat Drink Man Woman,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,230,,,,,,Exotica,,1994,,,,Drama
,,,,,,,,,231,,,,,,Exit to Eden,,1994,,,,Comedy|Thriller
,,,,,,,,,232,,,,,,Ed Wood,,1994,,,,Advanture|Comedy
,,,,,,,,,233,,,,,,French Kiss,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,234,,,,,,Forget Paris,,1995,,,,Comedy
,,,,,,,,,235,,,,,,Far from Home: The Adventures of Yellow Dog,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,236,,,,,,A Goofy Movie,,1995,,,,Drama
,,,,,,,,,237,,,,,,Hideaway,,1995,,,,Comedy|Thriller
,,,,,,,,,238,,,,,,Fluke,,1995,,,,Advanture|Comedy
,,,,,,,,,239,,,,,,Farinelli,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,240,,,,,,Gordy,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,241,,,,,,Gumby: The Movie,,1995,,,,Drama
,,,,,,,,,242,,,,,,The Glass Shield,,1994,,,,Comedy|Thriller
,,,,,,,,,243,,,,,,Hoop Dreams,,1994,,,,Advanture|Comedy
,,,,,,,,,244,,,,,,Heavenly Creatures,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,245,,,,,,Houseguest,,1995,,,,Comedy
,,,,,,,,,246,,,,,,Immortal Beloved,,1994,,,,Thriller|Comedy
,,,,,,,,,247,,,,,,Heavyweights,,1995,,,,Drama|Thriller
,,,,,,,,,248,,,,,,The Hunted,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,249,,,,,,I.Q.,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,250,,,,,,Interview with the Vampire,,1994,,,,Drama
,,,,,,,,,251,,,,,,Jefferson in Paris,,1995,,,,Comedy|Thriller
,,,,,,,,,252,,,,,,The Jerky Boys,,1995,,,,Advanture|Comedy
,,,,,,,,,253,,,,,,Junior,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,254,,,,,,Just Cause,,1995,,,,Comedy
,,,,,,,,,255,,,,,,A Kid in King Arthur's Court,,1995,,,,Thriller|Comedy
,,,,,,,,,256,,,,,,Kiss of Death,,1995,,,,Drama|Thriller
,,,,,,,,,257,,,,,,Star Wars,,1977,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,258,,,,,,Little Women,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,259,,,,,,A Little Princess,,1995,,,,Drama
,,,,,,,,,260,,,,,,Ladybird Ladybird,,1994,,,,Comedy|Thriller
,,,,,,,,,261,,,,,,L'Enfer,,1994,,,,Advanture|Comedy
,,,,,,,,,262,,,,,,Like Water for Chocolate,,1992,,,,Comedy|Drama|Thriller
,,,,,,,,,263,,,,,,Legends of the Fall,,1994,,,,Comedy
,,,,,,,,,264,,,,,,Major Payne,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,265,,,,,,Little Odessa,,1994,,,,Drama
,,,,,,,,,266,,,,,,Mi Vida Loca,,1994,,,,Comedy|Thriller
,,,,,,,,,267,,,,,,Love Affair,,1994,,,,Advanture|Comedy
,,,,,,,,,268,,,,,,Losing Isaiah,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,269,,,,,,The Madness of King George,,1994,,,,Comedy
,,,,,,,,,270,,,,,,Mary Shelley's Frankenstein,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,271,,,,,,Man of the House,,1995,,,,Drama
,,,,,,,,,272,,,,,,Mixed Nuts,,1994,,,,Comedy|Thriller
,,,,,,,,,273,,,,,,Milk Money,,1994,,,,Advanture|Comedy
,,,,,,,,,274,,,,,,Miracle on 34th Street,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,275,,,,,,Miami Rhapsody,,1995,,,,Comedy
,,,,,,,,,276,,,,,,My Family,,1995,,,,Thriller|Comedy
,,,,,,,,,277,,,,,,Murder in the First,,1995,,,,Drama|Thriller
,,,,,,,,,278,,,,,,Nobody's Fool,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,279,,,,,,Nell,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,280,,,,,,New Jersey Drive,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,281,,,,,,New York Cop,,1993,,,,Drama
,,,,,,,,,282,,,,,,Beyond Bedlam,,1994,,,,Comedy|Thriller
,,,,,,,,,283,,,,,,Nemesis 2 - Nebula,,1995,,,,Advanture|Comedy
,,,,,,,,,284,,,,,,Nina Takes a Lover,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,285,,,,,,Natural Born Killers,,1994,,,,Comedy
,,,,,,,,,286,,,,,,Only You,,1994,,,,Thriller|Comedy
,,,,,,,,,287,,,,,,Once Were Warriors,,1994,,,,Drama|Thriller
,,,,,,,,,288,,,,,,Poison Ivy II: Lily,,1996,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,289,,,,,,Outbreak,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,290,,,,,,Leon: The Professional,,1994,,,,Drama
,,,,,,,,,291,,,,,,The Perez Family,,1995,,,,Comedy|Thriller
,,,,,,,,,292,,,,,,A Pyromaniac's Love Story,,1995,,,,Advanture|Comedy
,,,,,,,,,293,,,,,,Pulp Fiction,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,294,,,,,,Panther,,1995,,,,Comedy
,,,,,,,,,295,,,,,,Pushing Hands,,1992,,,,Thriller|Comedy
,,,,,,,,,296,,,,,,Priest,,1994,,,,Drama|Thriller
,,,,,,,,,297,,,,,,Quiz Show,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,298,,,,,,Picture Bride,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,299,,,,,,Queen Margot,,1994,,,,Drama
,,,,,,,,,300,,,,,,The Quick and the Dead,,1995,,,,Comedy|Thriller
,,,,,,,,,301,,,,,,Roommates,,1995,,,,Advanture|Comedy
,,,,,,,,,302,,,,,,Prêt-à-Porter,,1994,,,,Comedy|Drama|Thriller
,,,,,,,,,303,,,,,,Three Colors: Red,,1994,,,,Comedy
,,,,,,,,,304,,,,,,Three Colors: Blue,,1993,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,305,,,,,,Three Colors: White,,1994,,,,Drama
,,,,,,,,,306,,,,,,"Red Firecracker, Green Firecracker",,1994,,,,Comedy|Thriller
,,,,,,,,,307,,,,,,Rent-a-Kid,,1995,,,,Advanture|Comedy
,,,,,,,,,308,,,,,,Relative Fear,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,309,,,,,,Stuart Saves His Family,,1995,,,,Comedy
,,,,,,,,,310,,,,,,The Swan Princess,,1994,,,,Thriller|Comedy
,,,,,,,,,311,,,,,,The Secret of Roan Inish,,1994,,,,Drama|Thriller
,,,,,,,,,312,,,,,,The Specialist,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,313,,,,,,Stargate,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,314,,,,,,The Santa Clause,,1994,,,,Drama
,,,,,,,,,315,,,,,,The Shawshank Redemption,,1994,,,,Comedy|Thriller
,,,,,,,,,316,,,,,,Shallow Grave,,1994,,,,Advanture|Comedy
,,,,,,,,,317,,,,,,Suture,,1993,,,,Comedy|Drama|Thriller
,,,,,,,,,318,,,,,,Strawberry and Chocolate,,1993,,,,Comedy
,,,,,,,,,319,,,,,,Swimming with Sharks,,1994,,,,Thriller|Comedy
,,,,,,,,,320,,,,,,The Sum of Us,,1994,,,,Drama|Thriller
,,,,,,,,,321,,,,,,Senior Trip,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,322,,,,,,To Live,,1994,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,323,,,,,,Tank Girl,,1995,,,,Drama
,,,,,,,,,324,,,,,,Tales from the Crypt: Demon Knight,,1995,,,,Comedy|Thriller
,,,,,,,,,325,,,,,,Star Trek: Generations,,1994,,,,Advanture|Comedy
,,,,,,,,,326,,,,,,Tales from the Hood,,1995,,,,Comedy|Drama|Thriller
,,,,,,,,,327,,,,,,Tom & Viv,,1994,,,,Comedy
,,,,,,,,,328,,,,,,Village of the Damned,,1995,,,,Advanture|Comedy|Drama|Thriller
,,,,,,,,,329,,,,,,Tommy Boy,,1995,,,,Drama
